,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
793,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,78.2,78.2,Non - Medical,2016,CBSE,,,,,,8.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,,,,,,N.i.e.l.i.t.,Delhi,2 Month,,,685,800,655,540,575,531,86,22,Deloitte ,6.6,6.6,On Campus
794,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,74.4,74.4,Non - Medical,2016,CBSE,,,,,,7.46,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,Na,Na,Na,Na,Cetpa Infotech,Roorkee,45 Days,Student Information System,Python,675,665,605,540,625,469,47,23,Capgemini,3.8,3.8,On Campus
795,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,74.4,74.4,Non - Medical,2016,CBSE,,,,,,7.46,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,Na,Na,Na,Na,Cetpa Infotech,Roorkee,45 Days,Student Information System,Python,675,665,605,540,625,469,47,23,SLK Software,5.5,9,On Campus
796,Yes,B.E - CSE,University Institute of Engineering (UIE),85,2014,Himachal Pradesh Board,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.69,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Tcs Ion,Chandigarh,Six Weeks,Offline Desktop Dictionary,Netbeans And Sql Database,595,620,530,540,545,315,42,21,Wipro,3.5,3.5,On Campus
797,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,72.8,72.8,Non - Medical,2016,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,Na,,,,,"Java, Ethical Hacking, Networking",Chandigarh,Six Weeks,"Website Hosting Using Iis,remote Desktop",Windows Server,580,800,715,540,725,562,81,21,Capgemini,3.8,3.8,On Campus
798,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,72.8,72.8,Non - Medical,2016,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,Na,,,,,"Java, Ethical Hacking, Networking",Chandigarh,Six Weeks,"Website Hosting Using Iis,remote Desktop",Windows Server,580,800,715,540,725,562,81,21,SLK Software,5.5,9,On Campus
799,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,72.8,72.8,Non - Medical,2016,CBSE,,,,,,7.14,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,Na,,,,,"Java, Ethical Hacking, Networking",Chandigarh,Six Weeks,"Website Hosting Using Iis,remote Desktop",Windows Server,580,800,715,540,725,562,81,21,Wipro,3.5,3.5,On Campus
800,Yes,B.E - CSE,University Institute of Engineering (UIE),98,2014,Andhra Pradesh Board,96.6,96.6,Non - Medical,2016,Andhra Pradesh Board,,,,,,7.85,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Andhra Pradesh,OBC,Male,,,,,,Internshella,,45 Days,Cricket Fantasy,Python,650,590,640,540,605,592,60,21,AICRA,4,6,On Campus
801,Yes,B.E - CSE,University Institute of Engineering (UIE),62.7,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,7.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Chandigarh University,Punjab,Six Weeks,News Application,Android,665,520,505,540,465,438,35,23,Cognizant,3,3,On Campus
802,Yes,B.E - CSE,University Institute of Engineering (UIE),62.7,2013,CBSE,66.4,66.4,Non - Medical,2015,CBSE,,,,,,7.5,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,Na,,,,,Chandigarh University,Punjab,Six Weeks,News Application,Android,665,520,505,540,465,438,35,23,Wipro,3.5,3.5,On Campus
803,Yes,B.E - CSE,University Institute of Engineering (UIE),56,2012,Odisha board,56,56,Non - Medical,2014,Odisha board,,,,,,5.59,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Odisha,SC,Male,Na,,,,,A2it,Mohali,45 Days,Network Security Design For Backup Server,Cisco Packet Tracer,440,325,385,360,395,408,0,23,KPG99ÿInc,2.5,3.5,On Campus
804,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2011,CBSE,78,78,Non - Medical,2014,UP Board,,,,,,5.82,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Na,No,No,No,No,Ccna Stage1 At Chandigarh University ,Mohali,Six Weeks,Ccna,Cisco Packet Tracer Network Design,405,460,455,540,415,438,0,24,Wipro,3.5,3.5,On Campus
805,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,83.8,83.8,Non - Medical,2016,CBSE,,,,,,6.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,General,Male,Na,,,,,Procorner Pvt Ltd,Surat,Six Weeks,Library Management System,Java,700,725,630,360,495,500,11,23,Cognizant,3,3,On Campus
806,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,83.8,83.8,Non - Medical,2016,CBSE,,,,,,6.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Gujarat,General,Male,Na,,,,,Procorner Pvt Ltd,Surat,Six Weeks,Library Management System,Java,700,725,630,360,495,500,11,23,IBM,4.25,4.65,On Campus
807,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,69,69,Non - Medical,2016,CBSE,,,,,,7.7,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,Iot,,,,,Thinknext Technology Private Limited,Mohali,Six Weeks,Home Automation,"Arduino,pycharm ",510,605,565,540,465,438,17,21,Cognizant,3,3,On Campus
808,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,62.4,62.4,Non - Medical,2013,CBSE,,,,,,6.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,,,,,,Chandigarh University,,Six Weeks,Weather Forecasting System,Android,570,650,615,540,525,469,79,22,Wipro,3.5,3.5,On Campus
809,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,62.4,62.4,Non - Medical,2013,CBSE,,,,,,6.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,,,,,,Chandigarh University,,Six Weeks,Weather Forecasting System,Android,570,650,615,540,525,469,79,22,Zensar Technologies,3,4,On Campus
810,Yes,B.E - CSE,University Institute of Engineering (UIE),81.17,2013,Rajasthan board of secondary education,89.4,89.4,Non - Medical,2015,Rajasthan board of secondary education,,,,,,7.83,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Na,,,,,Sunshine Software,Jaipur,Six Weeks,Online Music Store,Android,510,825,655,540,555,346,80,22,Global Logic,4.5,4.8,On Campus
811,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,84,84,Non - Medical,2016,CBSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,Android Application,,,,,Xportsoft Technologies,Ambala Cantt,Six Weeks,,Android,770,590,480,540,535,408,24,22,Financial Software Systems,6,6,On Campus
812,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,84,84,Non - Medical,2016,CBSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,OBC,Male,Android Application,,,,,Xportsoft Technologies,Ambala Cantt,Six Weeks,,Android,770,590,480,540,535,408,24,22,Cognizant Technology Solution,4,4,On Campus
813,Yes,B.E - CSE,University Institute of Engineering (UIE),83,2014,CBSE,75.2,75.2,Non - Medical,2016,CBSE,,,,,,6.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Female,Na,No,No,No,No,Codeapp Technology,"Mohali Phase-8,punjab",Six Weeks,Difpedia,Dotnet ,430,590,505,360,505,377,0,21,Craterzone,3.6,3.6,On Campus
814,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,70,70,Non - Medical,2016,Haryana Board of Education,,,,,,6.97,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Female,Core Java,,,,,Tech Live Institute,Mohali,Six Weeks,Placement And Training,Java With Sql,595,475,510,540,375,469,3,21,TechÿMahindraÿLtd,3.25,3.25,On Campus
815,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2013,CBSE,77.4,77.4,Non - Medical with Biology,2015,CBSE,,,,,,7.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,General,Male,Na,,,,,Chandigarh University,Gharuan,Six Weeks,"Android Development,java",Android Studio,650,560,555,540,475,469,28,23,Capgemini,3.8,3.8,On Campus
816,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2013,CBSE,77.4,77.4,Non - Medical with Biology,2015,CBSE,,,,,,7.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,General,Male,Na,,,,,Chandigarh University,Gharuan,Six Weeks,"Android Development,java",Android Studio,650,560,555,540,475,469,28,23,Cognizant,3,3,On Campus
817,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2013,CBSE,77.4,77.4,Non - Medical with Biology,2015,CBSE,,,,,,7.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Assam,General,Male,Na,,,,,Chandigarh University,Gharuan,Six Weeks,"Android Development,java",Android Studio,650,560,555,540,475,469,28,23,Mindtree,3.5,3.5,On Campus
818,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,87.2,87.2,Non - Medical,2016,CBSE,,,,,,7.51,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Na,Na,Na,Na,Na,Ams Techhub ,Mohali,Six Weeks,File Splitter,Java,605,575,530,540,545,438,41,22,Cognizant,3,3,On Campus
819,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,87.2,87.2,Non - Medical,2016,CBSE,,,,,,7.51,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Na,Na,Na,Na,Na,Ams Techhub ,Mohali,Six Weeks,File Splitter,Java,605,575,530,540,545,438,41,22,Wipro,3.5,3.5,On Campus
820,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,73.6,73.6,Non - Medical,2016,CBSE,,,,,,8.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,"Nielit Certification For Android Development , Niit Certification For C Programming",,,,,Nielit,Chandigarh,Six Weeks,Secure-x,Java - Android Studio,605,575,640,540,595,562,75,22,Cognizant,3,3,On Campus
821,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,73.6,73.6,Non - Medical,2016,CBSE,,,,,,8.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,"Nielit Certification For Android Development , Niit Certification For C Programming",,,,,Nielit,Chandigarh,Six Weeks,Secure-x,Java - Android Studio,605,575,640,540,595,562,75,22,Financial Software Systems,6,6,On Campus
822,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,73.6,73.6,Non - Medical,2016,CBSE,,,,,,8.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),General,Male,"Nielit Certification For Android Development , Niit Certification For C Programming",,,,,Nielit,Chandigarh,Six Weeks,Secure-x,Java - Android Studio,605,575,640,540,595,562,75,22,Wipro,3.5,3.5,On Campus
823,Yes,B.E - CSE,University Institute of Engineering (UIE),85,2012,Madhya Pradesh Board,68.2,68.2,Other,2014,Madhya Pradesh Board,,,,,,7.33,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Madhya Pradesh,OBC,Male,,,,,,Chandigarh University( Ccna),Chandigarh University(mohali),Six Weeks,Next Generation Mobile Networks For Global Roaming (2 Months)," mininet , Packet Tracer",510,680,640,360,565,531,15,23,Cognizant,3,3,On Campus
824,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,88.4,88.4,Non - Medical,2016,CBSE,,,,,,8.89,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Infotech Zone , Ludhiana",Ludhiana,Six Weeks,Immigration Website,Web Development,710,840,690,720,675,500,29,1,Capgemini,3.8,3.8,On Campus
825,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,88.4,88.4,Non - Medical,2016,CBSE,,,,,,8.89,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Infotech Zone , Ludhiana",Ludhiana,Six Weeks,Immigration Website,Web Development,710,840,690,720,675,500,29,1,Cognizant,3,3,On Campus
826,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,88.4,88.4,Non - Medical,2016,CBSE,,,,,,8.89,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Infotech Zone , Ludhiana",Ludhiana,Six Weeks,Immigration Website,Web Development,710,840,690,720,675,500,29,1,IBM,4.25,4.65,On Campus
827,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,88.4,88.4,Non - Medical,2016,CBSE,,,,,,8.89,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,"Infotech Zone , Ludhiana",Ludhiana,Six Weeks,Immigration Website,Web Development,710,840,690,720,675,500,29,1,Mu Sigma,5.5,7.25,On Campus
828,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2013,CBSE,63,63,Non - Medical,2016,Bihar School Examination Board,,,,,,6.3,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Female,,,,,,Bsnl,Ranchi,45 Days,Data Communication And Networking,Packet Tracer,430,460,455,540,365,315,0,23,EdforaÿInfotech Pvt. Ltd,3,3.5,On Campus
829,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,80,80,Non - Medical,2015,CBSE,,,,,,8.37,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Odisha,General,Male,Na,,,,,Cisco Proprietry ,Chandigarh,45 Days,Vlan Configuration With Implementatio Of Lan And Wan,Cisco Packet Tracer ,615,620,665,720,715,562,26,23,Capgemini,3.8,3.8,On Campus
830,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,80,80,Non - Medical,2015,CBSE,,,,,,8.37,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Odisha,General,Male,Na,,,,,Cisco Proprietry ,Chandigarh,45 Days,Vlan Configuration With Implementatio Of Lan And Wan,Cisco Packet Tracer ,615,620,665,720,715,562,26,23,IBM,4.25,4.65,On Campus
831,Yes,B.E - CSE,University Institute of Engineering (UIE),85.5,2014,CBSE,79.8,79.8,Non - Medical,2016,CBSE,,,,,,6.76,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Female,Cisco Certified Network Associate,Na,Na,Na,Na,Cetpa Infotech Private Limited,Dehradun,45 Days,Communication Between 3 Branches Using Frame Relay,Cisco Packet Tracer,605,535,545,540,475,531,0,21,Zensar Technologies,3,4,On Campus
832,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,86.2,86.2,Non - Medical,2016,CBSE,,,,,,7.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Tcil It,Chandigarh,45 Days,Real Estate Prediction,Ms Azure Notebook,545,800,615,720,585,408,50,22,Capgemini,3.8,3.8,On Campus
833,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,86.2,86.2,Non - Medical,2016,CBSE,,,,,,7.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Tcil It,Chandigarh,45 Days,Real Estate Prediction,Ms Azure Notebook,545,800,615,720,585,408,50,22,Cognizant,3,3,On Campus
834,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,86.2,86.2,Non - Medical,2016,CBSE,,,,,,7.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Tcil It,Chandigarh,45 Days,Real Estate Prediction,Ms Azure Notebook,545,800,615,720,585,408,50,22,Mindtree,3.5,3.5,On Campus
835,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,86.2,86.2,Non - Medical,2016,CBSE,,,,,,7.43,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,Na,,,,,Tcil It,Chandigarh,45 Days,Real Estate Prediction,Ms Azure Notebook,545,800,615,720,585,408,50,22,Wipro,3.5,3.5,On Campus
836,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2014,CBSE,68.4,68.4,Non - Medical,2016,CBSE,,,,,,6.69,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,,,,,,Amavelo Store( Unit Shop Of Shop Frenzy Llp),Jaipur,Six Weeks,Ticket Booking System,Laravel,630,460,555,540,455,438,3,21,Cognizant,3,3,On Campus
837,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2016,CBSE,51,51,Non - Medical,2016,CBSE,,,,,,5.82,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Excellence Technology,Chandigarh,45 Days,Web Designing,,440,325,420,360,265,377,0,22,SalesProÿConsultingÿPvt.ÿLtd,2.4,2.4,On Campus
838,Yes,B.E - CSE,University Institute of Engineering (UIE),69,2014,ICSE,68.6,68.6,Non - Medical,2016,ICSE,,,,,,6.24,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Ccna,Aptron Gurgaon,,,,Aptron Solutions,Gurgaon,Six Weeks,Campus Network,Packet Tracer,615,635,570,540,385,408,0,24,Wipro,3.5,3.5,On Campus
839,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2014,CBSE,59.6,59.6,Non - Medical,2016,CBSE,,,,,,6.71,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,Web Development And Core Java Certification,,,,,Sunsoft Technology,Bathinda,Six Weeks,Milkman Assistant,Core Java With Sql And Javafx,640,535,580,540,535,408,16,22,Mphasis Limited,2.5,3.25,On Campus
840,Yes,B.E - CSE,University Institute of Engineering (UIE),93.54,2014,Punjab School Education Board,90.89,90.89,Non - Medical,2016,Punjab School Education Board,,,,,,8.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,6 Week Training On Android Development,,,,,Thinknext Technologies Private Limited,,Six Weeks,Weather Silora,Android,595,725,625,360,655,469,53,22,Capgemini,3.8,3.8,On Campus
841,Yes,B.E - CSE,University Institute of Engineering (UIE),93.54,2014,Punjab School Education Board,90.89,90.89,Non - Medical,2016,Punjab School Education Board,,,,,,8.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,6 Week Training On Android Development,,,,,Thinknext Technologies Private Limited,,Six Weeks,Weather Silora,Android,595,725,625,360,655,469,53,22,Century Link India Pvt. Ltd,5,5,On Campus
842,Yes,B.E - CSE,University Institute of Engineering (UIE),93.54,2014,Punjab School Education Board,90.89,90.89,Non - Medical,2016,Punjab School Education Board,,,,,,8.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,6 Week Training On Android Development,,,,,Thinknext Technologies Private Limited,,Six Weeks,Weather Silora,Android,595,725,625,360,655,469,53,22,Mindtree,3.5,3.5,On Campus
843,Yes,B.E - CSE,University Institute of Engineering (UIE),93.54,2014,Punjab School Education Board,90.89,90.89,Non - Medical,2016,Punjab School Education Board,,,,,,8.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,6 Week Training On Android Development,,,,,Thinknext Technologies Private Limited,,Six Weeks,Weather Silora,Android,595,725,625,360,655,469,53,22,Verizon Data,5.52,5.52,On Campus
844,Yes,B.E - CSE,University Institute of Engineering (UIE),93.54,2014,Punjab School Education Board,90.89,90.89,Non - Medical,2016,Punjab School Education Board,,,,,,8.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,6 Week Training On Android Development,,,,,Thinknext Technologies Private Limited,,Six Weeks,Weather Silora,Android,595,725,625,360,655,469,53,22,Wipro,3.5,3.5,On Campus
845,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,76.6,76.6,Non - Medical,2016,CBSE,,,,,,7.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Chandigarh University,,Six Weeks,Online Ticket Reservation System,Cisco-packet Tracer,525,680,650,540,455,469,3,22,Cognizant,3,3,On Campus
846,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,76.6,76.6,Non - Medical,2016,CBSE,,,,,,7.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Chandigarh University,,Six Weeks,Online Ticket Reservation System,Cisco-packet Tracer,525,680,650,540,455,469,3,22,Mu Sigma,5.5,7.25,On Campus
847,Yes,B.E - CSE,University Institute of Engineering (UIE),77.6,2014,ICSE,66.8,66.8,Non - Medical,2016,ICSE,,,,,,7.25,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,,Na,Na,Na,Na,Na,Na,Other,Na,Na,605,430,580,540,645,469,28,22,Wipro,3.5,3.5,On Campus
848,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,76,76,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Programming In C/c++ (iso Certification),,,,,Android App Development (infugin Corporation),Ludhiana,Six Weeks,Religious Application With Realtime Database Connectivity,"Android, Java, Json, Firebase(realtime Database)",640,620,590,540,585,377,48,21,IBM,4.25,4.65,On Campus
849,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,76,76,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Programming In C/c++ (iso Certification),,,,,Android App Development (infugin Corporation),Ludhiana,Six Weeks,Religious Application With Realtime Database Connectivity,"Android, Java, Json, Firebase(realtime Database)",640,620,590,540,585,377,48,21,Mindtree,3.5,3.5,On Campus
850,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,76,76,Non - Medical,2016,CBSE,,,,,,7.95,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Programming In C/c++ (iso Certification),,,,,Android App Development (infugin Corporation),Ludhiana,Six Weeks,Religious Application With Realtime Database Connectivity,"Android, Java, Json, Firebase(realtime Database)",640,620,590,540,585,377,48,21,Wipro,3.5,3.5,On Campus
851,Yes,B.E - CSE,University Institute of Engineering (UIE),84.5,2014,ICSE,83,83,Non - Medical,2016,ICSE,,,,,,7.88,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,West Bengal,General,Female,Na,Webtek Labs Pvt Ltd,,,,Webtek Labs Pvt Ltd,Kolkata,Six Weeks,Lost And Found Website,Jsp,720,415,530,720,485,469,0,22,Mphasis Limited,2.5,3.25,On Campus
852,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,67.8,67.8,Non - Medical,2015,CBSE,,,,,,5.58,2,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Frodrex Computer Education & Web Development,,2 Month,,,630,620,570,540,485,408,0,23,Capgemini,3.8,3.8,On Campus
853,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2014,CBSE,63.4,63.4,Non - Medical,2016,Rajasthan board of secondary education,,,,,,6.81,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,Na,,,,,Chandigarh University,Chandigarh,Six Weeks,Ccna,Packet Tracer,595,505,540,720,475,500,0,22,NihilentÿLimited,3.5,3.5,On Campus
854,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,92.4,92.4,Non - Medical,2016,CBSE,,,,,,8.54,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Na,,,,,Udemy,Haldwani,Six Weeks,Basic Keylogger,C++,745,680,710,540,765,654,69,21,Cognizant,3,3,On Campus
855,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,92.4,92.4,Non - Medical,2016,CBSE,,,,,,8.54,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Na,,,,,Udemy,Haldwani,Six Weeks,Basic Keylogger,C++,745,680,710,540,765,654,69,21,Nokia,3,3,On Campus
856,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,92.4,92.4,Non - Medical,2016,CBSE,,,,,,8.54,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Na,,,,,Udemy,Haldwani,Six Weeks,Basic Keylogger,C++,745,680,710,540,765,654,69,21,Watchguard,7.8,7.8,On Campus
857,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2014,CBSE,74.6,74.6,Non - Medical,2016,CBSE,,,,,,6.51,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Hardware And Networking(thinknext),,,,,Thinknext,Ludhiana,45 Days,Selective Internet Access,Networking,525,605,530,540,455,469,0,21,Verzeo Edutech Pvt Ltd,3,6,On Campus
858,Yes,B.E - CSE,University Institute of Engineering (UIE),78.2,2014,ICSE,70.01,70.01,Non - Medical,2016,CBSE,,,,,,7.96,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Think Next,Mohali,45 Days,Networking (wide Area Network),Cisco Packet Tracer,440,550,420,540,435,438,15,23,Cognizant,3,3,On Campus
